Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Analysts' View,Expense Ratio (%),Launch,Net Assets (Cr)
Mirae Asset Flexi Cap Fund - Direct Plan,--,6.14,24/88,Very High,EQ-FLX,Unlock,0.49,2023-02-24,"2,982"
Mirae Asset Focused Fund - Direct Plan,2,8.19,13/88,Very High,EQ-FLX,Unlock,0.59,2019-05-14,"8,084"
Mirae Asset Global Electric & Autonomous Vehicles Equity Passive FoF - Direct Plan,--,16.69,40/51,Very High,EQ-INTL,Unlock,0.24,2022-09-07,47.00
Mirae Asset Global X Artificial Intelligence & Technology ETF FoF - Direct Plan,--,35.03,7/51,Very High,EQ-INTL,Unlock,0.26,2022-09-07,337.00
Mirae Asset Great Consumer Fund - Direct Plan,4,0.49,9/16,Very High,EQ-Consumption,Unlock,0.43,2013-01-01,"4,386"
Mirae Asset Hang Seng TECH ETF,--,70.99,1/57,Very High,EQ-INTL,Unlock,0.56,2021-12-06,376.00
Mirae Asset Hang Seng TECH ETF FoF - Direct Plan,--,67.15,1/51,Very High,EQ-INTL,Unlock,0.09,2021-12-08,85.00
Mirae Asset Healthcare Fund - Direct Plan,2,14.91,7/17,Very High,EQ-Pharma,Unlock,0.49,2018-07-02,"2,785"
Mirae Asset Large Cap Fund - Direct Plan,3,4.43,5/94,Very High,EQ-LC,Unlock,0.54,2013-01-01,"40,725"
Mirae Asset Large & Midcap Fund - Direct Plan,2,1.52,26/44,Very High,EQ-L&MC,Unlock,0.60,2013-01-01,"41,202"
Mirae Asset Midcap Fund - Direct Plan,2,2.91,19/43,Very High,EQ-MC,Unlock,0.57,2019-07-29,"17,185"
Mirae Asset Multicap Fund - Direct Plan,--,4.72,8/26,Very High,EQ-MLC,Unlock,0.41,2023-08-21,"3,944"
Mirae Asset Nifty 100 ESG Sector Leaders ETF,--,3.49,2/10,Very High,EQ-T-ESG,Unlock,0.41,2020-11-17,124.00
Mirae Asset Nifty 100 ESG Sector Leaders FoF - Direct Plan,--,3.32,3/9,Very High,EQ-T-ESG,Unlock,0.05,2020-11-18,103.00
Mirae Asset Nifty 100 Low Volatility 30 ETF,--,1.57,76/146,Very High,EQ-LC,Unlock,0.33,2023-03-24,44.00
Mirae Asset Nifty 200 Alpha 30 ETF,--,-9.43,42/54,Very High,EQ-L&MC,Unlock,0.47,2023-10-20,444.00
Mirae Asset Nifty 200 Alpha 30 ETF FoF - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.12,2024-07-26,215.00
Mirae Asset Nifty500 Multicap 50:25:25 ETF,--,--,--,Very High,EQ-MLC,Unlock,0.15,2024-08-30,48.00
Mirae Asset Nifty50 Equal Weight ETF,--,--,--,Very High,EQ-LC,Unlock,0.10,2025-05-09,35.00
Mirae Asset Nifty 50 ETF,--,3.01,14/146,Very High,EQ-LC,Unlock,0.04,2018-11-20,"4,684"
Mirae Asset Nifty 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.13,2024-10-24,30.00
Mirae Asset Nifty Bank ETF,--,11.83,18/54,Very High,EQ-BANK,Unlock,0.10,2023-07-20,263.00
Mirae Asset Nifty EV and New Age Automotive ETF,--,-11.05,81/87,Very High,EQ-THEMATIC,Unlock,0.39,2024-07-10,174.00
Mirae Asset Nifty Financial Services ETF,--,17.31,4/54,Very High,EQ-BANK,Unlock,0.12,2021-07-30,432.00
Mirae Asset Nifty India Internet ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,--,2025-07-01,--
Mirae Asset Nifty India Manufacturing ETF,--,-1.94,41/87,Very High,EQ-THEMATIC,Unlock,0.50,2022-01-27,213.00
Mirae Asset Nifty India Manufacturing ETF FoF - Direct Plan,--,-2.33,49/77,Very High,EQ-THEMATIC,Unlock,0.09,2022-01-31,113.00
Mirae Asset Nifty India New Age Consumption ETF,--,--,--,Very High,EQ-Consumption,Unlock,0.33,2024-12-26,28.00
Mirae Asset Nifty India New Age Consumption ETF FoF - Direct Plan,--,--,--,Very High,EQ-Consumption,Unlock,0.27,2025-01-02,14.00
Mirae Asset Nifty IT ETF,--,-9.32,13/26,Very High,EQ-IT,Unlock,0.10,2023-10-20,140.00
Mirae Asset Nifty LargeMidcap 250 Index Fund - Direct Plan,--,--,--,Very High,EQ-L&MC,Unlock,0.19,2024-10-24,22.00
Mirae Asset Nifty Metal ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,0.27,2024-10-03,34.00
Mirae Asset Nifty Midcap 150 ETF,--,2.47,20/53,Very High,EQ-MC,Unlock,0.05,2022-03-09,"1,069"
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,--,-7.32,51/53,Very High,EQ-MC,Unlock,0.46,2024-05-22,368.00
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF - Direct Plan,--,-7.58,42/43,Very High,EQ-MC,Unlock,0.13,2024-05-30,243.00
Mirae Asset Nifty Next 50 ETF,--,-6.36,123/146,Very High,EQ-LC,Unlock,0.05,2020-01-24,760.00
Mirae Asset Nifty PSU Bank ETF,--,--,--,Very High,EQ-BANK,Unlock,0.18,2024-10-01,43.00
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,--,-10.81,44/45,Very High,EQ-SC,Unlock,0.47,2024-02-23,676.00
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF - Direct Plan,--,-11.38,42/42,Very High,EQ-SC,Unlock,0.13,2024-03-01,223.00
Mirae Asset Nifty Total Market Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,0.22,2024-10-28,44.00
Mirae Asset NYSE FANG+ ETF,--,43.46,7/57,Very High,EQ-INTL,Unlock,0.65,2021-05-06,"3,123"
Mirae Asset NYSE FANG+ ETF FoF - Direct Plan,--,57.13,3/51,Very High,EQ-INTL,Unlock,0.06,2021-05-10,"1,983"
Mirae Asset Small Cap Fund - Direct Plan,--,--,--,Very High,EQ-SC,Unlock,0.42,2025-01-31,"1,790"
Mirae Asset S&P 500 Top 50 ETF,--,24.80,24/57,Very High,EQ-INTL,Unlock,0.60,2021-09-20,843.00
Mirae Asset S&P 500 Top 50 ETF FoF - Direct Plan,--,30.31,10/51,Very High,EQ-INTL,Unlock,0.09,2021-09-22,622.00
Motilal Oswal Active Momentum Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,2.56,2025-03-17,105.00
Motilal Oswal BSE 1000 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,--,2025-06-25,40.00
Motilal Oswal BSE Enhanced Value ETF,--,-3.84,18/31,Very High,EQ-VAL,Unlock,0.31,2022-08-22,125.00
Motilal Oswal BSE Enhanced Value Index Fund - Direct Plan,--,-3.93,19/26,Very High,EQ-VAL,Unlock,0.41,2022-08-22,847.00
Motilal Oswal BSE Financials ex Bank 30 Index Fund - Direct Plan,--,11.42,26/30,Very High,EQ-BANK,Unlock,0.43,2022-07-29,22.00
Motilal Oswal BSE Healthcare ETF,--,15.62,7/23,Very High,EQ-Pharma,Unlock,0.24,2022-07-29,30.00
Motilal Oswal BSE India Infrastructure ETF,--,--,--,Very High,EQ-INFRA,Unlock,0.48,2025-05-21,2.00
Motilal Oswal BSE Low Volatility ETF,--,-2.32,30/54,Very High,EQ-L&MC,Unlock,0.37,2022-03-23,82.00
Motilal Oswal BSE Low Volatility Index Fund - Direct Plan,3,-2.47,33/44,Very High,EQ-L&MC,Unlock,0.38,2022-03-23,117.00
Motilal Oswal BSE Quality ETF,--,-9.19,40/54,Very High,EQ-L&MC,Unlock,0.31,2022-08-22,20.00
Motilal Oswal BSE Quality Index Fund - Direct Plan,--,-9.08,37/44,Very High,EQ-L&MC,Unlock,0.38,2022-08-22,55.00
Motilal Oswal Business Cycle Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.59,2024-08-27,"1,936"
Motilal Oswal Developed Market Ex US ETFs FoF - Direct Plan,--,22.46,25/51,Very High,EQ-INTL,Unlock,0.15,2023-09-21,31.00
Motilal Oswal Digital India Fund - Direct Plan,--,--,--,Very High,EQ-IT,Unlock,0.79,2024-11-04,830.00
Motilal Oswal ELSS Tax Saver Fund - Direct Plan,4,10.16,2/39,Very High,EQ-ELSS,Unlock,0.64,2015-01-21,"4,506"
Motilal Oswal Flexi Cap Fund - Direct Plan,4,9.39,7/88,Very High,EQ-FLX,Unlock,0.86,2014-04-28,"13,894"
Motilal Oswal Focused Fund - Direct Plan,1,-5.73,82/88,Very High,EQ-FLX,Unlock,1.01,2013-05-13,"1,564"
Motilal Oswal Infrastructure Fund - Direct Plan,--,--,--,Very High,EQ-INFRA,Unlock,2.57,2025-05-13,40.00
Motilal Oswal Innovation Opportunities Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,1.03,2025-02-18,225.00
Motilal Oswal Large and Midcap Fund - Direct Plan,5,14.89,2/44,Very High,EQ-L&MC,Unlock,0.64,2019-10-17,"11,816"
Motilal Oswal Large Cap Fund - Direct Plan,--,16.14,1/94,Very High,EQ-LC,Unlock,0.77,2024-02-06,"2,534"
Motilal Oswal Manufacturing Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.86,2024-08-08,801.00
Motilal Oswal Midcap Fund - Direct Plan,5,4.42,12/43,Very High,EQ-MC,Unlock,0.68,2014-02-24,"33,053"
Motilal Oswal Multi Cap Fund - Direct Plan,--,25.53,1/26,Very High,EQ-MLC,Unlock,0.55,2024-06-18,"3,991"
Motilal Oswal NASDAQ 100 ETF,--,27.69,15/57,Very High,EQ-INTL,Unlock,0.58,2011-03-29,"9,545"
Motilal Oswal Nasdaq 100 FOF - Direct Plan,--,27.36,14/51,Very High,EQ-INTL,Unlock,0.20,2018-11-29,"5,389"
Motilal Oswal Nasdaq Q50 ETF,--,25.56,22/57,Very High,EQ-INTL,Unlock,0.40,2021-12-23,82.00
Motilal Oswal Nifty 200 Momentum 30 ETF,--,-12.96,47/54,Very High,EQ-L&MC,Unlock,0.30,2022-02-10,132.00
Motilal Oswal Nifty 200 Momentum 30 Index Fund - Direct Plan,1,-12.92,41/44,Very High,EQ-L&MC,Unlock,0.32,2022-02-10,971.00
Motilal Oswal Nifty 500 ETF,--,1.26,48/92,Very High,EQ-FLX,Unlock,0.21,2023-09-29,140.00
Motilal Oswal Nifty 500 Index Fund - Direct Plan,3,1.30,58/88,Very High,EQ-FLX,Unlock,0.17,2019-09-06,"2,468"
Motilal Oswal Nifty 500 Momentum 50 ETF,--,--,--,Very High,EQ-FLX,Unlock,0.41,2024-09-24,210.00
Motilal Oswal Nifty 500 Momentum 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,0.41,2024-09-24,716.00
Motilal Oswal Nifty 50 Equal Weight ETF,--,--,--,Very High,EQ-LC,Unlock,0.15,2025-05-07,6.00
Motilal Oswal Nifty 50 ETF,--,3.00,19/146,Very High,EQ-LC,Unlock,0.06,2010-07-28,57.00
Motilal Oswal Nifty 50 Index Fund - Direct Plan,3,2.88,22/94,Very High,EQ-LC,Unlock,0.12,2019-12-23,732.00
Motilal Oswal Nifty Alpha 50 ETF,--,--,--,Very High,EQ-FLX,Unlock,--,2025-07-07,--
Motilal Oswal Nifty Bank Index Fund - Direct Plan,2,11.73,21/30,Very High,EQ-BANK,Unlock,0.26,2019-09-06,663.00
Motilal Oswal Nifty Capital Market ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,0.53,2025-03-13,59.00
Motilal Oswal Nifty Capital Market Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.46,2024-12-16,254.00
Motilal Oswal Nifty India Defence ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,0.41,2024-08-21,587.00
Motilal Oswal Nifty India Defence Index Fund - Direct Plan,--,9.09,7/77,Very High,EQ-THEMATIC,Unlock,0.42,2024-07-03,"4,007"
Motilal Oswal Nifty India Manufacturing ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,0.48,2025-05-28,1.00
Motilal Oswal Nifty India Tourism ETF,--,--,--,Very High,EQ-THEMATIC,Unlock,0.48,2025-06-12,1.00
Motilal Oswal Nifty Microcap 250 Index Fund - Direct Plan,--,-1.75,32/42,Very High,EQ-SC,Unlock,0.50,2023-07-05,"2,498"
Motilal Oswal Nifty Midcap 100 ETF,--,2.70,17/53,Very High,EQ-MC,Unlock,0.23,2011-01-31,709.00
Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan,3,2.36,21/43,Very High,EQ-MC,Unlock,0.26,2019-09-06,"2,460"
Motilal Oswal Nifty Midcap150 Momentum 50 ETF,--,--,--,Very High,EQ-MC,Unlock,--,2025-06-30,--
Motilal Oswal Nifty MidSmall Financial Services Index Fund - Direct Plan,--,--,--,Very High,EQ-BANK,Unlock,0.63,2024-11-19,64.00
Motilal Oswal Nifty MidSmall Healthcare Index Fund - Direct Plan,--,--,--,Very High,EQ-Pharma,Unlock,0.62,2024-11-19,25.00
Motilal Oswal Nifty MidSmall India Consumption Index Fund - Direct Plan,--,--,--,Very High,EQ-Consumption,Unlock,0.62,2024-11-19,16.00
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.64,2024-11-19,29.00
Motilal Oswal Nifty Next 50 ETF,--,--,--,Very High,EQ-LC,Unlock,0.20,2025-05-14,1.00
Motilal Oswal Nifty Next 50 Index Fund - Direct Plan,2,-6.50,82/94,Very High,EQ-LC,Unlock,0.32,2019-12-23,360.00
Motilal Oswal Nifty PSE ETF,--,--,--,Very High,EQ-PSU,Unlock,0.48,2025-06-05,1.00
Motilal Oswal Nifty Realty ETF,--,-10.83,79/87,Very High,EQ-THEMATIC,Unlock,0.41,2024-03-15,90.00
Motilal Oswal Nifty Smallcap 250 ETF,--,-0.68,20/45,Very High,EQ-SC,Unlock,0.31,2024-03-15,119.00
Motilal Oswal Nifty Smallcap 250 Index Fund - Direct Plan,1,-0.41,22/42,Very High,EQ-SC,Unlock,0.33,2019-09-06,978.00
Motilal Oswal Quant Fund - Direct Plan,--,-5.46,66/77,Very High,EQ-THEMATIC,Unlock,0.87,2024-06-06,148.00
Motilal Oswal Services Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,2.57,2025-06-09,40.00
Motilal Oswal Small Cap Fund - Direct Plan,--,13.21,1/42,Very High,EQ-SC,Unlock,0.57,2023-12-26,"5,229"
Motilal Oswal S&P 500 Index Fund - Direct Plan,--,22.35,26/51,Very High,EQ-INTL,Unlock,0.61,2020-04-28,"3,689"
Motilal Oswal Special Opportunities Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,--,--,--
Navi BSE Sensex Index Fund - Direct Plan,--,2.75,37/94,Very High,EQ-LC,Unlock,0.39,2023-09-04,19.00
Navi ELSS Tax Saver Fund - Direct Plan,--,-2.57,--,Very High,EQ-ELSS,Unlock,0.40,2015-12-30,57.00
Navi ELSS Tax Saver Nifty 50 Index Fund - Direct Plan,--,2.84,21/39,Very High,EQ-ELSS,Unlock,0.21,2023-03-20,100.00
Navi Flexi Cap Fund - Direct Plan,2,-0.03,69/88,Very High,EQ-FLX,Unlock,0.43,2018-07-09,262.00
Navi Large & Midcap Fund - Direct Plan,1,1.77,23/44,Very High,EQ-L&MC,Unlock,0.35,2015-12-07,328.00
Navi Nifty 500 Multicap 50:25:25 Index Fund - Direct Plan,--,--,--,Very High,EQ-MLC,Unlock,0.36,2024-08-01,29.00
Navi Nifty 50 Index Fund - Direct Plan,3,2.88,21/94,Very High,EQ-LC,Unlock,0.06,2021-07-15,"3,466"
Navi Nifty Bank Index Fund - Direct Plan,2,11.75,20/30,Very High,EQ-BANK,Unlock,0.16,2022-02-04,634.00
Navi Nifty India Manufacturing Index Fund - Direct Plan,--,-1.76,45/77,Very High,EQ-THEMATIC,Unlock,0.41,2022-08-29,64.00
Navi Nifty IT Index Fund - Direct Plan,--,-9.44,11/15,Very High,EQ-IT,Unlock,0.36,2024-03-26,22.00
Navi Nifty Midcap 150 Index Fund - Direct Plan,3,2.11,23/43,Very High,EQ-MC,Unlock,0.26,2022-03-11,305.00
Navi Nifty Next 50 Index Fund - Direct Plan,2,-6.52,83/94,Very High,EQ-LC,Unlock,0.16,2022-01-20,932.00
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund - Direct Plan,--,--,--,Very High,EQ-SC,Unlock,0.32,2025-03-12,17.00
Navi US NASDAQ 100 FoF - Direct Plan,--,25.74,--,Very High,EQ-INTL,Unlock,0.16,2022-03-23,"1,026"
Navi US Total Stock Market FoF - Direct Plan,--,21.24,--,Very High,EQ-INTL,Unlock,0.06,2022-02-24,880.00
Nippon India Active Momentum Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.69,2025-02-28,202.00
Nippon India Banking & Financial Services Fund - Direct Plan,5,13.47,14/30,Very High,EQ-BANK,Unlock,0.99,2013-01-01,"7,487"
Nippon India BSE Sensex Next 30 ETF,--,--,--,Very High,EQ-LC,Unlock,0.15,2025-06-10,7.00
Nippon India BSE Sensex Next 30 Index Fund - Direct Plan,--,--,--,Very High,EQ-LC,Unlock,0.20,2025-06-10,40.00
Nippon India Consumption Fund - Direct Plan,5,-0.96,12/16,Very High,EQ-Consumption,Unlock,0.55,2013-01-01,"2,640"
Nippon India Diversified Equity Flexicap Passive FoF - Direct Plan,2,0.58,64/88,Very High,EQ-FLX,Unlock,0.21,2021-01-01,239.00
Nippon India ELSS Tax Saver Fund - Direct Plan,3,0.93,30/39,Very High,EQ-ELSS,Unlock,1.01,2013-01-01,"15,623"
Nippon India ETF BSE Sensex,--,2.99,21/146,Very High,EQ-LC,Unlock,0.04,2014-09-24,"19,803"
Nippon India ETF BSE Sensex Next 50,--,0.90,86/146,Very High,EQ-LC,Unlock,0.23,2019-07-30,52.00
Nippon India ETF Hang Seng BeES,--,56.88,4/57,Very High,EQ-INTL,Unlock,0.93,2010-03-09,901.00
Nippon India ETF Nifty 100,--,0.81,89/146,Very High,EQ-LC,Unlock,0.50,2013-03-22,308.00
Nippon India ETF Nifty 50 BeES,--,3.02,10/146,Very High,EQ-LC,Unlock,0.04,2001-12-28,"50,104"
Nippon India ETF Nifty 50 Shariah BeES,--,-12.59,146/146,Very High,EQ-LC,Unlock,0.96,2009-03-18,41.00
Nippon India ETF Nifty 50 Value 20,--,-7.42,25/31,Very High,EQ-VAL,Unlock,0.26,2015-06-18,225.00
Nippon India ETF Nifty Bank BeES,--,11.73,28/54,Very High,EQ-BANK,Unlock,0.19,2004-05-27,"7,633"
Nippon India ETF Nifty Dividend Opportunities 50,--,-9.44,75/87,Very High,EQ-THEMATIC,Unlock,0.37,2014-04-15,75.00
Nippon India ETF Nifty India Consumption,--,2.02,9/21,Very High,EQ-Consumption,Unlock,0.31,2014-04-03,175.00
Nippon India ETF Nifty Infrastructure BeES,--,-1.38,6/22,Very High,EQ-INFRA,Unlock,1.03,2010-09-29,169.00
Nippon India ETF Nifty IT,--,-9.41,18/26,Very High,EQ-IT,Unlock,0.22,2020-06-26,"2,448"
Nippon India ETF Nifty Midcap 150,--,2.25,24/53,Very High,EQ-MC,Unlock,0.21,2019-01-31,"2,414"
Nippon India ETF Nifty Next 50 Junior BeES,--,-6.44,125/146,Very High,EQ-LC,Unlock,0.17,2003-02-21,"6,425"
Nippon India ETF Nifty PSU Bank BeES,--,-1.99,54/54,Very High,EQ-BANK,Unlock,0.49,2007-10-25,"3,068"
Nippon India Flexi Cap Fund - Direct Plan,3,-0.68,71/88,Very High,EQ-FLX,Unlock,0.43,2021-08-13,"9,300"
Nippon India Focused Fund - Direct Plan,3,2.67,47/88,Very High,EQ-FLX,Unlock,1.14,2013-01-01,"8,788"
Nippon India Growth Mid Cap Fund - Direct Plan,4,5.38,9/43,Very High,EQ-MC,Unlock,0.71,2013-01-01,"39,066"
Nippon India Index Fund - BSE Sensex Plan - Direct Plan,2,2.79,31/94,Very High,EQ-LC,Unlock,0.20,2013-01-01,923.00
Nippon India Index Fund - Nifty 50 Plan - Direct Plan,3,2.91,18/94,Very High,EQ-LC,Unlock,0.07,2013-01-01,"2,587"
Nippon India Innovation Fund - Direct Plan,--,2.57,27/77,Very High,EQ-THEMATIC,Unlock,0.63,2023-08-29,"2,691"
Nippon India Japan Equity Fund - Direct Plan,--,15.35,43/51,Very High,EQ-INTL,Unlock,1.24,2014-08-26,272.00
Nippon India Large Cap Fund - Direct Plan,5,3.65,12/94,Very High,EQ-LC,Unlock,0.65,2013-01-01,"43,829"
Nippon India MNC Fund - Direct Plan,--,--,--,Very High,EQ-MNC,Unlock,--,2025-07-22,--
Nippon India Multi Cap Fund - Direct Plan,5,4.21,9/26,Very High,EQ-MLC,Unlock,0.72,2013-01-01,"45,366"
Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan,--,--,--,Very High,EQ-MLC,Unlock,0.35,2024-09-10,458.00
Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,0.35,2025-05-07,11.00
Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,0.25,2024-09-30,959.00
Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan,--,--,--,Very High,EQ-FLX,Unlock,0.35,2025-05-07,34.00
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan,1,-7.48,24/26,Very High,EQ-VAL,Unlock,0.25,2021-02-19,"1,024"
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan,--,-8.71,36/44,Very High,EQ-L&MC,Unlock,0.35,2022-08-19,"1,432"
Nippon India Nifty Auto ETF,--,-6.67,71/87,Very High,EQ-THEMATIC,Unlock,0.22,2022-01-20,330.00
Nippon India Nifty Auto Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.35,2024-12-04,29.00
Nippon India Nifty Bank Index Fund - Direct Plan,--,11.58,25/30,Very High,EQ-BANK,Unlock,0.20,2024-02-22,167.00
Nippon India Nifty IT Index Fund - Direct Plan,--,-9.44,12/15,Very High,EQ-IT,Unlock,0.25,2024-02-22,149.00
Nippon India Nifty Midcap 150 Index Fund - Direct Plan,3,2.08,26/43,Very High,EQ-MC,Unlock,0.30,2021-02-19,"1,851"
Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan,2,-6.38,79/94,Very High,EQ-LC,Unlock,0.12,2019-03-08,599.00
Nippon India Nifty Pharma ETF,--,8.00,21/23,Very High,EQ-Pharma,Unlock,0.21,2021-07-02,981.00
Nippon India Nifty Realty Index Fund - Direct Plan,--,--,--,Very High,EQ-THEMATIC,Unlock,0.35,2024-12-04,30.00
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan,2,-1.16,29/42,Very High,EQ-SC,Unlock,0.35,2020-10-16,"2,472"
Nippon India Pharma Fund - Direct Plan,3,12.83,11/17,Very High,EQ-Pharma,Unlock,0.89,2013-01-01,"8,569"
Nippon India Power & Infra Fund - Direct Plan,4,-6.59,17/20,Very High,EQ-INFRA,Unlock,0.94,2013-01-01,"7,620"
Nippon India Quant Fund - Direct Plan,--,2.54,28/77,Very High,EQ-THEMATIC,Unlock,0.41,2013-01-01,103.00
Nippon India Retirement Fund - Wealth Creation Scheme - Direct Plan,3,0.34,66/88,Very High,EQ-FLX,Unlock,0.98,2015-02-11,"3,276"
Nippon India Small Cap Fund - Direct Plan,5,-2.02,33/42,Very High,EQ-SC,Unlock,0.64,2013-01-01,"66,602"
Nippon India Taiwan Equity Fund - Direct Plan,--,23.57,22/51,Very High,EQ-INTL,Unlock,1.04,2021-12-11,349.00
Nippon India US Equity Opportunities Fund - Direct Plan,--,20.29,35/51,Very High,EQ-INTL,Unlock,1.26,2015-07-23,700.00
Nippon India Value Fund - Direct Plan,4,2.61,10/26,Very High,EQ-VAL,Unlock,1.08,2013-01-01,"8,955"
Nippon India Vision Large & Mid Cap Fund - Direct Plan,4,3.70,13/44,Very High,EQ-L&MC,Unlock,1.31,2013-01-01,"6,198"
NJ ELSS Tax Saver Scheme - Direct Plan,--,-2.12,35/39,Very High,EQ-ELSS,Unlock,0.56,2023-06-16,290.00
NJ Flexi Cap Fund - Direct Plan,--,-10.68,87/88,Very High,EQ-FLX,Unlock,0.55,2023-09-05,"2,352"
Old Bridge Focused Fund - Direct Plan,--,0.59,63/88,Very High,EQ-FLX,Unlock,1.04,2024-01-24,"1,909"
Parag Parikh ELSS Tax Saver Fund - Direct Plan,5,8.53,3/39,Very High,EQ-ELSS,Unlock,0.62,2019-07-24,"5,557"
Parag Parikh Flexi Cap Fund - Direct Plan,5,10.97,3/88,Very High,EQ-FLX,Unlock,0.63,2013-05-24,"1,10,392"
PGIM India ELSS Tax Saver Fund - Direct Plan,3,6.22,4/39,Very High,EQ-ELSS,Unlock,0.70,2015-12-11,798.00
PGIM India Emerging Markets Equity FoF - Direct Plan,--,22.05,29/51,Very High,EQ-INTL,Unlock,0.64,2013-01-01,257.00
PGIM India Flexi Cap Fund - Direct Plan,3,6.07,25/88,Very High,EQ-FLX,Unlock,0.43,2015-03-04,"6,392"
PGIM India Global Equity Opportunities FoF - Direct Plan,--,14.61,45/51,Very High,EQ-INTL,Unlock,0.63,2013-01-01,"1,475"
PGIM India Global Select Real Estate Securities FoF - Direct Plan,--,11.37,50/51,Very High,EQ-INTL,Unlock,0.56,2021-12-03,47.00
PGIM India Healthcare Fund - Direct Plan,--,--,--,Very High,EQ-Pharma,Unlock,0.66,2024-12-06,112.00
PGIM India Large and Mid Cap Fund - Direct Plan,--,9.19,3/44,Very High,EQ-L&MC,Unlock,0.55,2024-02-12,727.00
PGIM India Large Cap Fund - Direct Plan,3,3.24,13/94,Very High,EQ-LC,Unlock,0.84,2013-01-01,620.00
PGIM India Midcap Fund - Direct Plan,3,5.88,5/43,Very High,EQ-MC,Unlock,0.45,2013-12-02,"11,640"
PGIM India Multi Cap Fund - Direct Plan,--,--,--,Very High,EQ-MLC,Unlock,0.63,2024-09-10,408.00
PGIM India Retirement Fund - Direct Plan,--,10.10,4/26,Very High,EQ-MLC,Unlock,0.70,2024-04-15,90.00
PGIM India Small Cap Fund - Direct Plan,1,8.09,4/42,Very High,EQ-SC,Unlock,0.55,2021-07-29,"1,561"
Quant BFSI Fund - Direct Plan,--,4.81,30/30,Very High,EQ-BANK,Unlock,0.75,2023-06-20,642.00
Quant Business Cycle Fund - Direct Plan,--,-9.66,72/77,Very High,EQ-THEMATIC,Unlock,0.50,2023-05-30,"1,339"
Quant Commodities Fund - Direct Plan,--,-4.44,59/77,Very High,EQ-THEMATIC,Unlock,0.94,2023-12-27,387.00
Quant Consumption Fund - Direct Plan,--,-13.06,16/16,Very High,EQ-Consumption,Unlock,0.93,2024-01-24,266.00
Quant ELSS Tax Saver Fund - Direct Plan,4,-10.00,39/39,Very High,EQ-ELSS,Unlock,0.51,2013-01-01,"11,923"
Quant ESG Integration Strategy Fund - Direct Plan,--,-10.03,9/9,Very High,EQ-T-ESG,Unlock,0.87,2020-11-05,305.00
Quant Flexi Cap Fund - Direct Plan,3,-9.88,85/88,Very High,EQ-FLX,Unlock,0.61,2013-01-01,"7,326"
Quant Focused Fund - Direct Plan,4,-7.74,93/94,Very High,EQ-LC,Unlock,0.67,2013-01-01,"1,074"
Quant Healthcare Fund - Direct Plan,--,-1.79,17/17,Very High,EQ-Pharma,Unlock,0.75,2023-07-17,425.00
Quant Infrastructure Fund - Direct Plan,2,-13.41,20/20,Very High,EQ-INFRA,Unlock,0.65,2013-01-01,"3,429"
Quant Large and Mid Cap Fund - Direct Plan,3,-9.97,38/44,Very High,EQ-L&MC,Unlock,0.64,2013-01-01,"3,840"
