Funds,1 Wk Ret (%),1 Wk Rank,1 Mth Ret (%),1 Mth Rank,3 Mth Ret (%),3 Mth Rank,6 Mth Ret (%),6 Mth Rank,1 Yr Ret (%),1 Yr Rank
SBI BSE 100 ETF,-0.71,94/172,-1.26,79/170,4.25,51/160,8.28,32/152,2.05,68/146
SBI BSE PSU Bank ETF,-2.22,62/65,0.64,10/64,8.09,4/64,--,--,--,--
SBI BSE PSU Bank Index Fund - Direct Plan,-2.24,38/38,0.62,4/37,7.82,4/37,--,--,--,--
SBI BSE Sensex ETF,-0.35,17/172,-1.26,74/170,3.57,121/160,7.79,90/152,2.97,31/146
SBI BSE Sensex Index Fund - Direct Plan,-0.35,18/111,-1.27,57/110,3.48,92/105,7.63,75/99,2.71,40/94
SBI BSE Sensex Next 50 ETF,-1.47,140/172,-1.08,55/170,4.99,16/160,9.07,9/152,0.98,84/146
SBI Comma Fund - Direct Plan,-1.06,65/124,1.77,12/121,8.68,49/118,11.94,18/108,2.91,25/77
SBI Consumption Opportunities Fund - Direct Plan,-2.22,24/24,-1.27,23/24,1.18,23/24,0.62,21/22,-4.58,15/16
SBI Contra Fund - Direct Plan,-1.25,15/30,-0.41,16/30,4.81,23/30,5.70,21/29,-0.09,13/26
SBI Dividend Yield Fund - Direct Plan,-1.21,5/10,-0.59,4/10,4.49,7/10,3.64,8/10,-3.46,7/9
SBI ELSS Tax Saver Fund - Direct Plan,-1.20,33/40,-0.38,16/40,5.69,22/40,7.17,28/39,1.81,26/39
SBI Energy Opportunities Fund - Direct Plan,-3.08,6/6,0.03,3/6,6.58,3/5,10.12,3/4,-6.23,4/4
SBI Equity Minimum Variance Fund - Direct Plan,-1.24,72/124,-1.23,97/121,1.90,116/118,3.67,92/108,-3.84,56/77
SBI ESG Exclusionary Strategy Fund - Direct Plan,-0.94,8/10,-1.51,7/10,4.42,8/10,5.94,5/10,0.99,8/9
SBI Flexicap Fund - Direct Plan,-0.64,41/103,-0.56,49/102,4.33,88/99,4.39,84/96,0.59,62/88
SBI Focused Fund - Direct Plan,-0.40,31/103,0.00,25/102,5.75,61/99,8.71,42/96,8.84,10/88
SBI Healthcare Opportunities Fund - Direct Plan,0.29,20/23,4.55,13/22,6.13,20/21,7.29,10/21,19.68,4/17
SBI Infrastructure Fund - Direct Plan,-3.49,22/22,-1.84,20/22,3.76,20/21,4.32,20/21,-6.21,16/20
SBI Innovative Opportunities Fund - Direct Plan,0.74,7/124,1.95,10/121,11.21,22/118,4.24,88/108,--,--
SBI Large Cap Fund - Direct Plan,-0.58,50/111,-0.49,10/110,4.89,17/105,8.17,41/99,3.81,8/94
SBI Large & Midcap Fund - Direct Plan,-0.84,32/63,1.52,2/60,7.80,14/58,10.18,8/55,6.06,5/44
SBI Midcap Fund - Direct Plan,-2.52,49/52,-1.44,41/52,4.45,50/51,4.33,46/48,0.72,30/43
SBI MNC Fund - Direct Plan,-1.96,6/6,0.65,3/6,5.90,6/6,2.74,6/6,-1.35,1/5
SBI Multicap Fund - Direct Plan,0.05,1/36,2.03,1/36,6.95,27/35,10.38,9/34,10.47,3/26
SBI Nifty100 Low Volatility 30 Index Fund - Direct Plan,--,--,--,--,--,--,--,--,--,--
SBI Nifty200 Momentum 30 Index Fund - Direct Plan,-0.27,10/63,--,--,--,--,--,--,--,--
SBI Nifty 200 Quality 30 ETF,-2.87,71/77,-2.95,53/73,3.16,62/71,0.69,63/65,-6.09,36/54
SBI Nifty200 Quality 30 Index Fund - Direct Plan,-2.88,63/63,-2.95,50/60,--,--,--,--,--,--
SBI Nifty 500 Index Fund - Direct Plan,-1.08,75/103,-1.01,74/102,5.74,63/99,8.42,47/96,--,--
SBI Nifty 50 Equal Weight ETF,-0.96,110/172,-1.54,146/170,4.00,57/160,8.21,40/152,1.10,80/146
SBI Nifty50 Equal Weight Index Fund - Direct Plan,-0.97,77/111,-1.55,98/110,3.95,62/105,8.09,49/99,0.84,65/94
SBI Nifty 50 ETF,-0.48,43/172,-1.31,99/170,3.98,64/160,8.39,24/152,3.01,17/146
SBI Nifty Bank ETF,0.50,14/65,0.23,24/64,3.96,33/64,17.46,17/59,11.78,23/54
SBI Nifty Bank Index Fund - Direct Plan,0.50,10/38,0.22,13/37,3.93,28/37,--,--,--,--
SBI Nifty Consumption ETF,-0.07,11/30,-0.41,18/30,4.41,15/30,8.09,9/28,2.05,8/21
SBI Nifty Index Fund - Direct Plan,-0.48,42/111,-1.33,85/110,3.92,72/105,8.26,33/99,2.79,35/94
SBI Nifty India Consumption Index Fund - Direct Plan,-0.07,8/24,-0.42,16/24,4.42,15/24,8.08,6/22,--,--
SBI Nifty IT ETF,-4.07,20/32,-8.60,22/32,1.05,19/31,-17.45,23/30,-9.42,19/26
SBI Nifty IT Index Fund - Direct Plan,-4.07,18/21,-8.65,21/21,0.97,19/20,--,--,--,--
SBI Nifty Midcap 150 Index Fund - Direct Plan,-1.61,33/52,-0.57,26/52,9.31,26/51,9.22,23/48,2.08,25/43
SBI Nifty Next 50 ETF,-1.52,148/172,-0.70,24/170,4.65,25/160,7.86,72/152,-6.39,124/146
SBI Nifty Next 50 Index Fund - Direct Plan,-1.52,102/111,-0.71,26/110,4.56,35/105,7.72,62/99,-6.63,87/94
SBI Nifty Private Bank ETF,0.30,26/65,-1.53,56/64,1.80,61/64,16.54,42/59,9.27,44/54
SBI Nifty Smallcap 250 Index Fund - Direct Plan,-2.93,38/46,-0.38,33/46,12.03,17/46,8.60,20/43,-0.72,26/42
SBI PSU Fund - Direct Plan,-1.28,1/7,-0.14,2/7,4.24,4/7,10.08,2/6,-5.31,1/5
SBI Quant Fund - Direct Plan,-1.81,94/124,-1.98,105/121,2.77,111/118,1.35,101/108,--,--
SBI Retirement Benefit Fund - Aggressive Plan - Direct Plan,-1.11,76/103,-0.93,64/102,6.47,42/99,7.00,71/96,-0.79,73/88
SBI Small Cap Fund - Direct Plan,-2.25,20/46,1.01,9/46,8.16,45/46,7.90,28/43,-2.11,35/42
SBI Technology Opportunities Fund - Direct Plan,-1.10,7/21,-2.83,7/21,9.04,6/20,-2.69,8/19,6.26,1/15
SBI US Specific Equity Active FoF - Direct Plan,2.32,8/51,8.11,6/51,24.20,7/51,9.12,25/51,20.67,33/51
Shriram ELSS Tax Saver Fund - Direct Plan,-0.53,16/40,-0.01,11/40,5.04,28/40,3.98,39/39,-8.85,38/39
Shriram Flexi Cap Fund - Direct Plan,-0.54,34/103,-0.01,26/102,4.41,86/99,3.49,87/96,-9.66,84/88
Shriram Multi Sector Rotation Fund - Direct Plan,-1.45,84/124,-0.89,88/121,-0.67,118/118,-7.70,107/108,--,--
Sundaram Business Cycle Fund - Direct Plan,-0.66,38/124,-0.08,58/121,7.18,70/118,8.34,57/108,9.91,6/77
Sundaram Consumption Fund - Direct Plan,-0.11,10/24,-0.54,19/24,4.29,16/24,6.04,15/22,2.51,6/16
Sundaram Diversified Equity Fund - Direct Plan,-0.03,--,0.43,--,5.85,--,8.93,--,3.42,--
Sundaram Dividend Yield Fund - Direct Plan,-1.30,6/10,-0.90,7/10,2.75,9/10,4.11,7/10,-3.36,6/9
Sundaram ELSS Tax Saver Fund - Direct Plan,-0.14,6/40,0.46,4/40,6.00,18/40,9.20,11/39,4.28,10/39
Sundaram Financial Services Opportunities Fund - Direct Plan,-1.06,32/38,-1.44,31/37,2.27,35/37,16.19,32/33,8.49,29/30
Sundaram Flexi Cap Fund - Direct Plan,-0.23,21/103,0.65,9/102,6.61,37/99,9.49,33/96,6.72,19/88
Sundaram Focused Fund - Direct Plan,-0.35,27/103,-0.52,45/102,5.46,69/99,6.16,78/96,1.00,60/88
Sundaram Global Brand Theme - Equity Active FoF - Direct Plan,1.55,--,4.22,--,14.60,--,4.89,--,18.55,--
Sundaram Infrastructure Advantage Fund - Direct Plan,-1.65,7/22,-0.66,11/22,9.06,8/21,9.71,6/21,-0.68,4/20
Sundaram Large and Mid Cap Fund - Direct Plan,-0.78,30/63,-0.16,10/60,5.86,40/58,7.65,28/55,2.27,19/44
Sundaram Large Cap Fund - Direct Plan,-0.51,49/111,-1.32,77/110,3.20,99/105,6.26,88/99,0.92,64/94
Sundaram Mid Cap Fund - Direct Plan,-1.08,12/52,-0.27,13/52,9.06,32/51,9.89,15/48,5.84,6/43
Sundaram Multi Cap Fund - Direct Plan,-1.35,22/36,0.24,7/36,7.63,21/35,8.67,19/34,3.60,13/26
Sundaram Multi-Factor Fund - Direct Plan,--,--,--,--,--,--,--,--,--,--
Sundaram Nifty 100 Equal Weight Fund - Direct Plan,-1.22,86/111,-0.96,37/110,4.75,21/105,8.06,51/99,-2.35,73/94
Sundaram Services Fund - Direct Plan,-0.38,25/124,-0.74,81/121,7.46,67/118,13.09,11/108,13.74,2/77
Sundaram Small Cap Fund - Direct Plan,-2.44,24/46,0.73,10/46,11.23,27/46,9.64,9/43,4.46,9/42
Tata Banking and Financial Services Fund - Direct Plan,-0.28,22/38,-0.80,26/37,4.59,18/37,18.98,8/33,16.71,7/30
Tata BSE Quality Index Fund - Direct Plan,-2.24,58/63,-3.00,53/60,5.47,41/58,--,--,--,--
Tata BSE Select Business Groups Index Fund - Direct Plan,-2.18,106/124,-3.07,110/121,5.48,91/118,4.35,86/108,--,--
Tata BSE Sensex Index Fund - Direct Plan,-0.36,19/111,-1.28,58/110,3.48,91/105,7.47,80/99,2.67,42/94
Tata Business Cycle Fund - Direct Plan,-1.16,68/124,0.23,44/121,5.30,94/118,7.96,59/108,-1.46,43/77
Tata Children's Fund - Direct Plan,-1.15,81/103,-1.01,72/102,4.69,84/99,7.05,69/96,-0.96,74/88
Tata Digital India Fund - Direct Plan,-1.64,10/21,-5.53,14/21,5.41,13/20,-10.57,14/19,-4.21,8/15
Tata Dividend Yield Fund - Direct Plan,-1.67,9/10,-0.40,2/10,7.09,1/10,11.12,1/10,-0.32,4/9
Tata ELSS Fund - Direct Plan,-0.98,28/40,-0.67,20/40,6.34,14/40,7.29,24/39,2.84,20/39
Tata Ethical Fund - Direct Plan,-1.49,87/124,-0.75,82/121,3.66,109/118,1.26,103/108,-7.99,69/77
Tata Flexi Cap Fund - Direct Plan,-0.92,59/103,-0.58,52/102,5.52,68/99,10.95,15/96,7.18,16/88
Tata Focused Fund - Direct Plan,-1.25,86/103,-1.04,75/102,4.09,91/99,5.24,81/96,-0.51,70/88
Tata Housing Opportunities Fund - Direct Plan,-1.71,90/124,0.34,41/121,10.85,25/118,11.09,23/108,-1.43,42/77
Tata India Consumer Fund - Direct Plan,0.20,3/24,1.28,3/24,5.47,8/24,6.40,14/22,4.48,3/16
Tata India Innovation Fund - Direct Plan,-1.00,58/124,-0.81,85/121,7.74,63/118,4.17,89/108,--,--
Tata India Pharma & Healthcare Fund - Direct Plan,0.70,11/23,4.33,16/22,6.44,18/21,5.65,15/21,12.27,13/17
Tata Infrastructure Fund - Direct Plan,-2.16,16/22,-0.07,5/22,9.25,7/21,8.05,13/21,-11.46,19/20
Tata Large Cap Fund - Direct Plan,-0.91,66/111,-1.33,86/110,3.66,79/105,6.93,84/99,-0.24,69/94
Tata Large & Mid Cap Fund - Direct Plan,-1.05,37/63,0.54,5/60,6.30,30/58,9.85,11/55,2.29,18/44
Tata Mid Cap Fund - Direct Plan,-1.42,20/52,0.63,6/52,9.42,19/51,9.37,18/48,-0.44,34/43
Tata Multicap Fund - Direct Plan,-1.33,21/36,-0.57,26/36,7.95,18/35,7.30,27/34,-1.92,25/26
Tata Nifty200 Alpha 30 Index Fund - Direct Plan,-0.10,6/63,-1.60,38/60,8.68,7/58,7.36,30/55,--,--
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund - Direct Plan,-1.11,66/124,0.57,37/121,8.45,53/118,8.76,52/108,0.39,35/77
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan,-1.80,10/22,-1.24,16/22,6.79,16/21,9.56,8/21,-3.26,9/20
Tata Nifty 50 Exchange Traded Fund,-0.48,50/172,-1.31,110/170,3.96,73/160,8.23,36/152,2.98,26/146
Tata Nifty 50 Index Fund - Direct Plan,-0.48,39/111,-1.32,81/110,3.93,70/105,8.11,47/99,2.73,38/94
Tata Nifty Auto Index Fund - Direct Plan,-0.41,28/124,0.07,55/121,8.52,51/118,7.46,66/108,-6.81,68/77
Tata Nifty Capital Markets Index Fund - Direct Plan,-3.80,120/124,-4.41,113/121,18.86,5/118,21.84,6/108,--,--
Tata Nifty Financial Services Index Fund - Direct Plan,1.02,1/38,0.27,6/37,3.36,34/37,19.26,7/33,16.43,8/30
Tata Nifty India Digital ETF,0.15,2/32,-2.40,5/32,7.57,7/31,-2.15,4/30,2.13,3/26
Tata Nifty India Digital ETF FoF - Direct Plan,-0.05,3/21,-1.95,3/21,6.92,10/20,-2.03,6/19,1.95,4/15
Tata Nifty India Tourism Index Fund - Direct Plan,-2.82,115/124,-0.11,59/121,2.24,114/118,9.42,45/108,--,--
Tata Nifty Midcap 150 Index Fund - Direct Plan,-1.62,36/52,-0.66,32/52,--,--,--,--,--,--
Tata Nifty Midcap 150 Momentum 50 Index Fund - Direct Plan,-0.75,7/52,-3.09,49/52,7.81,42/51,5.84,40/48,-3.20,40/43
Tata Nifty MidSmall Healthcare Index Fund - Direct Plan,0.83,9/23,6.91,2/22,12.10,1/21,11.38,2/21,20.25,3/17
Tata Nifty Private Bank ETF,0.30,29/65,-1.53,52/64,1.81,58/64,16.53,43/59,9.24,45/54
Tata Nifty Realty Index Fund - Direct Plan,-4.94,123/124,-6.79,117/121,10.40,30/118,10.98,26/108,-11.21,75/77
Tata Resources & Energy Fund - Direct Plan,-1.12,2/6,2.48,1/6,7.52,2/5,13.33,1/4,3.39,1/4
Tata Retirement Savings Fund - Progressive Plan - Direct Plan,-1.44,91/103,-2.54,92/102,6.89,34/99,6.51,76/96,2.10,53/88
Tata Small Cap Fund - Direct Plan,-2.76,30/46,1.41,6/46,11.64,24/46,7.90,27/43,1.94,14/42
Tata Value Fund - Direct Plan,-1.22,11/30,-0.23,12/30,6.12,15/30,6.43,19/29,-1.79,16/26
Taurus Banking & Financial Services Fund - Direct Plan,0.63,2/38,-0.13,18/37,3.92,29/37,16.59,30/33,9.29,28/30
Taurus ELSS Tax Saver Fund - Direct Plan,-0.46,11/40,-0.51,17/40,5.41,24/40,6.76,31/39,3.42,13/39
Taurus Ethical Fund - Direct Plan,-2.51,114/124,-1.94,104/121,5.55,88/118,1.43,100/108,-4.98,63/77
Taurus Flexi Cap Fund - Direct Plan,-1.41,90/103,-1.28,79/102,4.24,89/99,3.82,86/96,-4.72,81/88
Taurus Infrastructure Fund - Direct Plan,-2.05,15/22,-1.46,17/22,8.43,11/21,7.23,16/21,-3.44,10/20
Taurus Large Cap Fund - Direct Plan,-0.67,60/111,-0.23,6/110,4.51,38/105,7.93,55/99,-1.29,71/94
Taurus Mid Cap Fund - Direct Plan,-2.43,48/52,-0.42,16/52,9.51,18/51,9.17,26/48,-3.54,41/43
Taurus Nifty 50 Index Fund - Direct Plan,-0.48,43/111,-1.34,87/110,3.87,75/105,8.03,53/99,2.31,44/94
Templeton India Value Fund - Direct Plan,-1.17,10/30,-0.87,23/30,4.10,25/30,7.17,17/29,-2.70,17/26
TRUSTMF Flexi Cap Fund - Direct Plan,-1.04,66/103,-2.39,90/102,5.24,75/99,2.97,92/96,4.09,33/88
TRUSTMF Multi Cap Fund - Direct Plan,--,--,--,--,--,--,--,--,--,--
TRUSTMF Small Cap Fund - Direct Plan,-2.18,17/46,--,26/46,11.93,21/46,6.94,36/43,--,--
Unifi Flexi Cap Fund - Direct Plan,-0.56,37/103,0.16,20/102,--,--,--,--,--,--
Union Active Momentum Fund - Direct Plan,-0.46,32/124,-1.24,98/121,5.42,93/118,-1.91,106/108,--,--
Union Business Cycle Fund - Direct Plan,-0.27,23/124,-0.88,87/121,5.83,84/118,7.35,67/108,-0.88,41/77
Union Children's Fund - Direct Plan,-0.86,55/103,0.79,6/102,8.91,10/99,10.81,18/96,6.81,18/88
Union ELSS Tax Saver Fund - Direct Plan,-0.78,21/40,0.47,3/40,7.85,10/40,10.19,8/39,3.07,17/39
Union Flexi Cap Fund - Direct Plan,-0.89,58/103,-0.58,50/102,6.40,44/99,9.36,35/96,3.68,35/88
Union Focused Fund - Direct Plan,-0.52,33/103,-0.30,35/102,7.22,31/99,6.88,73/96,2.57,48/88
Union Innovation & Opportunities Fund - Direct Plan,0.21,13/124,1.06,23/121,10.03,35/118,7.46,65/108,7.62,10/77
Union Largecap Fund - Direct Plan,-0.60,51/111,-1.20,47/110,3.99,47/105,7.43,81/99,0.61,68/94
Union Large & Midcap Fund - Direct Plan,-0.62,27/63,-0.44,15/60,8.62,8/58,9.14,16/55,3.58,14/44
Union Midcap Fund - Direct Plan,-1.23,14/52,-0.51,19/52,10.56,10/51,11.24,5/48,4.08,14/43
Union Multicap Fund - Direct Plan,-1.10,12/36,--,10/36,8.06,15/35,8.42,23/34,3.25,15/26
Union Retirement Fund - Direct Plan,-0.86,56/103,-0.86,61/102,6.89,35/99,9.05,39/96,3.66,36/88
Union Small Cap Fund - Direct Plan,-2.06,13/46,1.19,7/46,13.03,4/46,8.52,23/43,2.13,13/42
Union Value Fund - Direct Plan,-1.51,21/30,0.91,2/30,8.28,3/30,10.55,3/29,3.17,7/26
UTI Banking and Financial Services Fund - Direct Plan,-0.43,26/38,-1.15,29/37,3.74,33/37,18.28,12/33,14.46,11/30
UTI BSE Housing Index Fund - Direct Plan,-2.06,102/124,0.19,46/121,7.78,61/118,8.63,56/108,-3.25,53/77
UTI BSE Low Volatility Index Fund - Direct Plan,-0.96,33/63,-0.42,13/60,3.81,49/58,5.28,38/55,-2.46,32/44
UTI BSE Sensex ETF,-0.35,19/172,-1.26,76/170,3.57,123/160,7.79,89/152,2.98,28/146
UTI BSE Sensex Index Fund - Direct Plan,-0.35,15/111,-1.27,53/110,3.53,86/105,7.71,65/99,2.79,34/94
UTI BSE Sensex Next 50 ETF,-1.47,138/172,-1.07,54/170,5.01,15/160,9.10,7/152,1.03,82/146
UTI Children's Equity Fund - Direct Plan,-0.80,50/103,-1.59,86/102,5.29,72/99,7.38,64/96,0.30,67/88
UTI Dividend Yield Fund - Direct Plan,-1.12,3/10,-0.33,1/10,5.25,4/10,5.65,6/10,-0.04,3/9
UTI ELSS Tax Saver Fund - Direct Plan,-1.02,29/40,-1.90,39/40,5.10,27/40,7.22,27/39,0.29,31/39
UTI Flexi Cap Fund - Direct Plan,-0.11,14/103,-0.54,46/102,4.70,82/99,7.04,70/96,6.32,21/88
UTI Focused Fund - Direct Plan,-0.55,35/103,-1.64,87/102,4.39,87/99,7.19,68/96,0.28,68/88
UTI Healthcare Fund - Direct Plan,0.53,14/23,5.15,9/22,10.72,5/21,9.42,6/21,18.19,6/17
UTI India Consumer Fund - Direct Plan,-0.59,15/24,-1.97,24/24,3.29,19/24,4.80,18/22,-2.03,13/16
UTI Infrastructure Fund - Direct Plan,-1.48,5/22,-0.92,13/22,5.40,19/21,8.51,12/21,-3.72,12/20
UTI Innovation Fund - Direct Plan,0.97,4/124,0.70,33/121,9.95,37/118,3.26,94/108,-2.58,51/77
UTI Large Cap Fund - Direct Plan,-0.31,10/111,-1.42,90/110,3.54,85/105,6.92,85/99,1.62,45/94
UTI Large & Mid Cap Fund - Direct Plan,-1.50,51/63,-0.87,24/60,6.26,32/58,8.04,25/55,2.88,16/44
UTI Mid Cap Fund - Direct Plan,-1.68,40/52,-1.19,39/52,10.05,14/51,7.00,37/48,-0.25,33/43
UTI MNC Fund - Direct Plan,-1.85,4/6,0.13,6/6,8.03,5/6,3.47,5/6,-4.95,4/5
UTI Multi Cap Fund - Direct Plan,-1.48,25/36,-0.13,15/36,--,--,--,--,--,--
UTI Nifty200 Momentum 30 Index Fund - Direct Plan,-0.27,11/63,-3.57,55/60,6.29,31/58,2.46,42/55,-12.56,40/44
UTI Nifty200 Quality 30 Index Fund - Direct Plan,-2.87,59/63,-2.94,48/60,3.17,53/58,0.70,55/55,--,--
UTI Nifty 500 Value 50 Index Fund - Direct Plan,-1.50,19/30,0.44,7/30,5.32,21/30,8.72,12/29,-5.54,21/26
UTI NIFTY50 Equal Weight Index Fund - Direct Plan,-0.96,72/111,-1.55,95/110,3.94,64/105,8.05,52/99,0.76,66/94
UTI Nifty 50 ETF,-0.48,44/172,-1.31,97/170,3.98,60/160,8.39,20/152,3.01,12/146
UTI Nifty 50 Index Fund - Direct Plan,-0.48,37/111,-1.32,75/110,3.94,65/105,8.30,24/99,2.85,24/94
UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan,-0.44,21/63,-1.82,44/60,2.19,55/58,2.14,47/55,--,--
UTI Nifty Bank ETF,0.50,10/65,0.23,17/64,3.97,28/64,17.49,13/59,11.87,17/54
UTI Nifty India Manufacturing Index Fund - Direct Plan,-0.77,47/124,-0.16,64/121,8.06,57/118,--,--,--,--
UTI Nifty IT ETF,-4.07,25/32,-8.60,23/32,1.05,22/31,-17.41,18/30,-9.36,14/26
UTI Nifty Midcap 150 ETF,-1.61,27/64,-0.54,19/63,9.38,20/62,9.39,19/58,2.38,22/53
UTI Nifty Midcap 150 Index Fund - Direct Plan,-1.61,27/52,-0.55,20/52,9.31,24/51,9.23,22/48,--,--
UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan,-2.20,47/52,-1.16,38/52,8.16,39/51,5.66,44/48,-0.87,36/43
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Direct Plan,-2.63,50/52,-3.66,52/52,7.12,48/51,--,--,--,--
UTI Nifty Next 50 Exchange Traded Fund,-1.52,145/172,-0.69,20/170,4.70,22/160,7.94,63/152,-6.29,120/146
UTI Nifty Next 50 Index Fund - Direct Plan,-1.52,97/111,-0.71,24/110,4.58,31/105,7.76,59/99,-6.53,84/94
UTI Nifty Private Bank Index Fund - Direct Plan,0.30,12/38,-1.56,33/37,1.72,36/37,16.31,31/33,--,--
UTI Quant Fund - Direct Plan,-2.45,112/124,-3.14,111/121,4.58,104/118,4.25,87/108,--,--
UTI Small Cap Fund - Direct Plan,-2.53,26/46,-0.44,38/46,11.32,26/46,6.34,38/43,4.29,12/42
UTI Transportation and Logistics Fund - Direct Plan,0.03,16/124,0.99,24/121,11.23,21/118,12.35,12/108,-2.65,52/77
UTI Value Fund - Direct Plan,-0.80,4/30,-0.35,14/30,6.07,16/30,8.07,14/29,3.66,6/26
WhiteOak Capital Banking & Financial Services Fund - Direct Plan,0.03,19/38,0.05,15/37,5.29,13/37,18.39,9/33,17.43,5/30
WhiteOak Capital Digital Bharat Fund - Direct Plan,-0.24,4/21,-2.59,6/21,11.42,3/20,4.29,1/19,--,--
WhiteOak Capital ELSS Tax Saver Fund - Direct Plan,-0.59,17/40,0.15,6/40,7.89,8/40,9.92,9/39,10.85,1/39
WhiteOak Capital ESG Best-In-Class Strategy Fund - Direct Plan,0.19,1/10,-0.51,2/10,6.12,1/10,10.36,1/10,--,--
WhiteOak Capital Flexi Cap Fund - Direct Plan,-0.28,25/103,0.06,23/102,7.25,28/99,10.02,25/96,8.96,9/88
WhiteOak Capital Large Cap Fund - Direct Plan,0.34,2/111,-0.51,13/110,5.62,8/105,10.32,2/99,7.38,2/94
WhiteOak Capital Large & Mid Cap Fund - Direct Plan,-0.13,7/63,-0.09,9/60,8.69,6/58,11.08,5/55,8.25,4/44
WhiteOak Capital Mid Cap Fund - Direct Plan,-1.28,16/52,-0.12,11/52,11.66,8/51,10.64,10/48,9.46,2/43
WhiteOak Capital Multi Cap Fund - Direct Plan,-0.83,7/36,0.46,6/36,9.72,3/35,11.11,6/34,10.88,2/26
WhiteOak Capital Pharma and Healthcare Fund - Direct Plan,2.03,2/23,6.92,1/22,10.98,3/21,10.32,4/21,27.83,1/17
WhiteOak Capital Quality Equity Fund - Direct Plan,-0.86,51/124,-1.21,95/121,4.09,108/118,--,--,--,--
WhiteOak Capital Special Opportunities Fund - Direct Plan,0.02,17/124,0.23,43/121,10.08,34/118,13.88,9/108,15.71,1/77
Zerodha ELSS Tax Saver Nifty Large Midcap 250 Index Fund - Direct Plan,-1.13,31/40,-0.87,29/40,6.80,12/40,9.14,13/39,2.27,25/39
Zerodha Nifty 100 ETF,-0.66,56/111,-1.22,49/110,4.06,43/105,8.29,29/99,1.23,51/94
Zerodha Nifty Large Midcap 250 Index Fund - Direct Plan,-1.13,40/63,-0.87,25/60,6.78,24/58,9.11,17/55,2.17,20/44
Zerodha Nifty Midcap 150 ETF,-1.60,25/52,-0.50,18/52,9.53,17/51,9.76,16/48,2.95,18/43
